age,gender,purchase_amount,tenure,churn
63,Female,941914.59,62,1
22,Male,1598422.65,61,0
37,Female,1338701.37,45,1
43,Female,1547521.27,9,0
48,Male,1076516.54,40,1
29,Female,1840788.59,92,0
67,Male,1455904.88,17,0
36,Female,1545254.09,37,0
37,Female,1462981.76,17,0
29,Female,1605504.85,85,0
24,Female,1773486.47,33,0
22,Female,1411484.4,114,0
46,Male,1644607.74,67,0
28,Female,1723903.09,25,0
28,Female,1614103.5,52,0
51,Male,1454817.59,47,0
39,Male,1453039.31,101,0
68,Male,1128696.25,60,0
29,Male,1256555.74,104,0
32,Male,1185132.55,14,1
18,Female,1456399.1,66,1
50,Male,1278578.3,107,0
29,Female,1343738.22,63,1
65,Male,1460489.84,34,0
69,Male,1332814.37,93,1
22,Male,1458973.0,48,0
66,Female,1616095.41,73,0
38,Male,1304107.45,82,0
24,Male,1508705.62,73,0
38,Male,1270264.11,58,1
44,Male,1248650.55,36,0
30,Male,1564126.34,3,0
65,Male,1715147.23,64,0
44,Female,1598902.96,71,0
50,Male,1375572.95,20,0
22,Female,1585312.93,31,0
30,Female,1771705.32,98,0
40,Male,1587042.23,68,0
22,Female,1545821.3,87,0
47,Female,1342984.65,82,0
31,Female,1415010.47,88,0
53,Male,1224743.28,97,0
27,Female,1556726.49,52,0
52,Female,1319084.92,82,0
30,Female,1305696.7,99,0
25,Male,1827731.97,75,0
53,Male,1443162.53,95,0
53,Female,1619846.45,50,0
37,Female,1271952.55,45,1
43,Female,1209707.88,27,0
23,Female,1260129.76,3,1
33,Female,1644732.52,21,0
49,Female,1420974.82,77,0
58,Female,1448503.06,26,0
46,Male,1392181.22,18,0
27,Male,1329342.79,41,0
66,Female,1361375.08,93,0
65,Female,1479765.08,66,0
40,Male,1686907.6,116,0
62,Male,1443820.37,7,0
19,Male,1577110.19,82,0
39,Female,1242518.35,23,0
65,Male,1265884.78,80,0
48,Male,1679465.85,27,1
26,Female,1836680.79,19,0
63,Male,1713955.63,24,1
49,Female,1575202.68,25,0
54,Male,1444290.68,10,0
25,Female,1574028.18,53,0
55,Male,1698265.12,68,0
21,Female,1855156.78,12,0
58,Female,1431527.66,70,0
27,Male,1363908.67,5,1
21,Male,1474672.3,5,0
55,Female,1301748.14,65,0
58,Female,1346750.42,14,1
40,Male,1905964.71,46,0
43,Female,1763246.33,116,0
25,Female,1503180.54,101,0
39,Female,1435501.04,98,0
24,Male,1537817.06,42,0
33,Female,1677725.0,100,0
67,Male,1161480.11,19,1
29,Female,1676708.26,66,0
32,Male,1154808.8,30,1
24,Male,1695411.23,33,0
65,Male,1198868.94,12,1
32,Male,1444197.28,15,0
31,Male,1303965.27,58,1
64,Male,1534396.51,94,0
41,Male,1491844.71,79,1
66,Male,1839587.68,70,0
51,Male,1749233.15,83,0
27,Male,1459802.27,1,1
58,Female,1497020.66,90,0
45,Male,1244253.19,32,0
39,Male,1350860.25,23,1
55,Male,1506256.95,82,0
30,Male,1416899.97,23,0
18,Female,1284049.48,11,1
66,Male,1316318.17,118,0
26,Female,1295251.8,113,0
28,Male,1261047.23,90,0
53,Female,1595971.56,94,0
32,Male,1712158.46,112,0
22,Male,1389181.7,48,0
36,Female,1309725.31,23,1
57,Female,1417656.84,91,0
65,Female,1927659.61,38,0
28,Male,1102768.11,104,1
48,Male,1800407.36,77,0
21,Male,1469525.58,13,1
21,Female,2057358.81,117,0
60,Male,1497666.35,46,0
45,Male,1838925.34,7,0
31,Female,1321518.85,59,1
23,Male,1370067.75,72,0
61,Male,1719109.62,49,0
47,Female,1570576.15,62,0
18,Female,1470229.49,6,1
65,Female,1286433.38,18,0
43,Female,1789390.15,105,0
65,Female,1879997.9,93,0
47,Male,1759428.08,50,0
28,Female,1496983.98,98,0
35,Male,1116687.4,63,1
37,Male,1328382.21,47,0
23,Female,1738286.57,37,0
35,Female,1658281.46,7,0
35,Male,1398214.37,9,0
33,Female,1615765.72,99,0
58,Female,1425322.45,51,0
60,Female,1679161.24,100,0
36,Female,1683972.05,115,0
61,Male,1600450.07,59,0
38,Male,1610430.36,40,0
25,Female,1736888.22,91,0
21,Male,1461423.24,15,0
28,Female,1726856.73,75,0
57,Male,1394446.65,82,0
49,Male,1563029.28,46,0
57,Female,1660648.92,113,0
34,Female,1745915.75,90,0
20,Male,1451157.92,1,0
42,Female,1460339.77,23,0
52,Female,1692599.65,69,0
35,Female,1704112.4,66,0
69,Male,1377189.18,37,0
41,Female,1292349.66,100,0
69,Male,1660700.67,68,0
33,Male,1395483.26,28,1
61,Female,1318873.27,84,0
35,Female,1887524.63,3,0
35,Male,1454281.91,13,0
20,Male,1447712.02,104,0
41,Female,1336568.87,24,1
63,Male,1059536.35,3,1
48,Male,1711518.54,38,0
54,Female,1250523.73,109,0
29,Male,1449686.89,105,0
40,Female,1946385.87,24,0
23,Male,1648554.37,66,0
67,Female,1166419.82,69,1
47,Female,1866070.1,100,0
44,Male,1412043.98,95,0
67,Male,1478225.97,111,0
24,Female,1483150.53,41,0
69,Male,1362144.4,82,0
35,Male,1351727.02,13,0
18,Male,1571383.07,26,0
69,Female,1417193.97,85,0
40,Male,1342418.52,87,1
69,Female,1199570.73,103,1
21,Female,1240229.61,106,1
52,Female,1257953.34,86,1
25,Male,1499834.18,101,0
62,Male,1231397.61,102,0
52,Female,1710900.2,22,0
30,Female,1127009.46,55,1
54,Male,1490456.67,7,0
50,Male,1258612.21,44,1
51,Male,1471999.73,78,0
55,Female,1365841.81,77,0
40,Male,1565097.16,97,0
43,Male,1511111.01,71,0
48,Male,1292715.33,29,0
67,Male,1718572.64,32,0
35,Male,1396823.64,84,0
62,Female,1544361.38,71,0
67,Female,1364911.75,80,0
28,Male,1628159.52,84,0
20,Female,1851463.62,113,0
65,Male,1822470.67,73,0
56,Female,1872263.17,103,0
18,Male,1552095.9,103,0
56,Male,1243758.68,3,1
27,Female,1484799.17,84,0
45,Female,1386087.77,93,1
67,Female,1783097.49,96,0
30,Female,1421736.76,82,0
39,Male,1541245.29,65,0
25,Female,1342669.67,45,1
36,Male,1441879.85,93,0
55,Male,1430823.14,88,0
32,Female,1251596.28,2,1
63,Male,1554470.04,42,0
52,Male,1738467.48,87,0
48,Female,1830272.58,39,0
57,Female,1496868.07,4,1
61,Female,1632574.58,116,0
39,Female,1646906.48,4,0
30,Male,1362275.38,101,0
50,Female,1756287.22,12,0
20,Male,1328656.05,25,0
57,Female,1515436.2,52,0
59,Female,1519398.77,7,0
34,Female,1665906.28,36,0
36,Male,1372287.51,43,0
43,Female,1313027.12,111,1
27,Male,1467150.78,62,0
35,Female,1463666.81,19,1
25,Female,1412759.76,117,0
29,Female,1283882.54,21,1
26,Male,1593850.34,32,0
60,Male,1369919.92,81,0
27,Male,1563367.52,83,0
19,Female,1199827.95,92,1
30,Male,1839973.85,30,0
47,Male,1490407.23,22,0
18,Female,1088261.14,72,1
57,Male,1637430.49,109,0
44,Female,1771756.11,3,0
18,Female,1201402.54,117,1
53,Male,1023546.91,13,1
52,Male,1443112.06,54,0
64,Female,1020963.8,102,0
40,Female,1563551.48,24,0
19,Male,1128868.04,15,1
64,Male,1271683.73,61,0
62,Male,1257579.19,49,0
44,Female,1371861.48,50,0
67,Female,1503499.1,62,0
18,Male,1629902.18,3,0
53,Male,1805092.85,63,0
45,Male,1025008.17,112,0
21,Female,1368696.91,64,0
46,Male,1712625.58,103,0
30,Male,1581086.69,96,0
52,Female,1444651.65,93,0
22,Female,1563973.11,107,0
61,Female,1791941.22,117,0
65,Male,1760689.47,71,0
31,Male,1353892.16,95,0
43,Female,1531407.91,105,0
62,Female,1361802.16,102,0
26,Male,1586891.29,18,1
47,Female,1677910.95,99,0
41,Male,1934130.57,101,0
31,Female,1280840.03,3,1
55,Female,1682970.84,82,0
68,Female,1241651.58,25,1
58,Female,1672531.19,33,0
49,Male,1390063.68,8,0
54,Male,1681976.28,60,0
18,Male,1495941.34,27,0
65,Male,1039631.08,73,0
63,Male,1826139.61,53,0
41,Male,1500139.59,86,0
54,Female,1689038.87,60,0
27,Female,1444136.76,94,0
38,Female,1625740.63,43,0
69,Male,1897434.4,2,0
22,Female,1645367.19,61,0
24,Female,1136560.25,16,1
22,Male,1652012.91,87,0
24,Female,1354938.14,37,0
51,Male,1422501.38,2,0
57,Female,1230510.43,111,0
49,Male,1987802.04,30,0
33,Female,1621496.92,27,1
28,Male,1313433.37,86,0
24,Female,1484950.18,6,1
63,Male,1293367.83,75,0
57,Female,1034908.67,117,0
22,Male,1545394.15,116,0
55,Female,1349679.64,118,0
33,Female,1536731.15,86,0
68,Female,1245364.29,3,1
21,Female,1908377.78,7,0
64,Male,1764386.71,7,0
46,Male,1708244.48,50,0
67,Female,1204560.5,24,1
32,Male,1260046.43,74,0
66,Female,1621498.53,39,0
25,Female,1410487.95,115,0
25,Male,1586334.22,25,0
30,Male,1142331.24,26,1
26,Female,1452669.19,75,0
61,Female,1724791.32,53,0
39,Male,1190700.7,86,0
25,Female,1500014.61,4,1
46,Male,1590857.77,55,0
23,Female,1650779.53,57,0
45,Female,1495917.01,91,0
24,Male,1620357.77,34,0
29,Female,1533817.72,21,0
35,Female,1563333.07,37,0
25,Female,1215519.63,73,0
26,Female,1240648.29,33,0
44,Female,1525047.22,60,0
41,Female,1499518.74,55,0
26,Female,1529546.58,12,0
52,Female,1299704.07,58,1
51,Female,1487351.81,89,0
23,Male,1415997.41,3,1
27,Male,1452214.42,52,0
20,Female,1686641.13,11,1
51,Female,1367408.66,100,0
42,Male,1379391.47,35,0
59,Female,1174785.32,81,0
54,Male,1633261.62,77,0
65,Female,1270228.77,101,0
56,Female,1649677.0,97,1
40,Female,1429596.69,42,1
39,Female,2101010.6,103,0
43,Female,1415386.46,11,0
21,Female,1437209.13,11,1
54,Male,1609676.34,37,0
27,Female,1807093.85,103,0
27,Male,1364029.58,32,0
62,Male,1256718.63,8,1
54,Female,1611290.21,95,0
45,Female,1816828.73,78,0
62,Male,1696854.84,106,0
61,Male,1431912.08,89,0
22,Male,1304224.18,90,1
50,Male,1637156.64,119,0
18,Male,1626595.52,1,0
30,Male,1493714.0,112,0
60,Female,1577936.75,11,0
40,Male,1862972.15,34,0
41,Female,1396461.41,107,0
51,Female,1461539.0,99,0
19,Male,1469293.08,61,0
25,Male,1454342.03,8,0
42,Male,1669664.88,15,0
60,Male,1864984.1,74,0
33,Male,1190984.39,1,1
67,Female,1310103.29,5,1
27,Female,1355805.98,29,0
31,Female,1665821.29,22,0
47,Male,1347336.78,80,1
25,Female,1590168.03,33,0
42,Male,1234972.97,78,0
23,Male,1230414.52,13,0
49,Female,1530519.48,91,0
31,Female,1609639.34,72,0
52,Male,1486232.24,8,0
59,Female,1219772.68,39,0
21,Female,1435408.87,35,0
42,Female,1136542.11,80,1
51,Female,1566166.93,115,1
23,Male,1253821.63,18,1
45,Female,1143809.15,102,0
41,Female,1587901.74,81,0
69,Female,1275268.12,67,0
31,Female,1584367.25,101,0
42,Female,1402132.0,12,0
52,Female,1592904.08,38,0
30,Female,1482743.98,46,0
37,Female,1666435.58,2,0
38,Male,1701672.16,31,0
45,Female,1555948.92,55,0
69,Female,1665009.86,46,0
44,Female,1377431.26,30,0
23,Female,1489512.84,48,0
29,Male,1525024.49,116,0
24,Male,1652148.8,106,0
53,Female,1477527.41,22,1
24,Female,1614973.14,84,0
20,Male,1497435.43,49,0
21,Male,1322388.58,5,0
48,Female,1443214.76,18,1
42,Female,1739374.88,51,0
37,Female,1381930.69,103,0
53,Male,1412554.17,49,0
25,Female,1385530.17,10,0
49,Male,1595812.6,111,0
31,Female,1875417.52,52,0
30,Male,1491339.43,118,0
65,Female,1569292.43,5,0
57,Female,1167838.93,42,1
32,Female,1232469.98,18,1
53,Male,1407466.45,63,0
55,Female,1493001.6,39,0
38,Male,1616071.2,74,0
26,Female,1541809.26,42,0
53,Female,1684201.61,18,0
50,Male,1553693.95,47,0
39,Female,1355589.05,11,1
33,Female,1144146.98,47,1
42,Male,1615957.15,118,0
39,Male,1295879.42,119,0
57,Female,1768711.63,79,0
18,Male,1390607.06,94,0
60,Female,1810773.77,65,0
23,Male,1438040.35,100,0
51,Male,1474559.38,21,0
51,Male,1079537.12,31,0
44,Male,1488810.09,8,0
63,Female,1469597.39,43,0
68,Male,1246483.81,85,0
34,Female,1641944.57,1,0
58,Female,1485608.1,104,0
67,Male,1655823.1,50,0
45,Female,1287395.4,73,0
20,Female,1421514.67,61,1
61,Female,1852575.19,101,0
58,Male,1534530.88,58,0
36,Female,1527148.88,47,0
33,Female,1573700.02,45,0
42,Female,1324475.09,98,0
26,Male,1719860.19,32,0
18,Female,1744174.01,96,0
20,Male,1382927.02,48,0
36,Male,1690800.14,100,0
53,Male,1728045.23,61,1
19,Female,1911197.4,93,0
46,Male,1249254.61,51,1
24,Male,1270205.68,61,0
27,Female,1438740.41,3,1
35,Female,1503330.15,19,1
61,Male,1452785.3,99,0
18,Male,1455148.16,119,0
44,Male,1924306.19,69,0
41,Male,1819621.02,113,0
61,Female,1767564.37,90,0
59,Female,1909372.36,12,0
59,Male,1558521.62,10,0
33,Female,1493353.48,28,1
19,Female,1640402.7,15,0
64,Male,1466404.56,85,0
58,Male,1538560.13,82,0
38,Female,1640078.22,92,0
33,Female,1535799.21,93,0
58,Male,1200133.66,101,0
53,Male,1510637.45,104,0
53,Female,1592833.15,72,0
27,Male,1516635.53,34,0
59,Female,1796362.98,70,0
56,Female,1680406.27,44,0
66,Female,1628456.85,28,0
29,Female,1513441.48,88,0
62,Male,1571063.11,60,0
21,Male,1786287.91,30,0
19,Female,1146079.72,78,1
60,Male,1661196.02,17,0
39,Male,1492964.41,44,0
26,Female,1347734.09,114,1
39,Female,1647412.49,33,0
21,Female,1641884.05,59,0
19,Female,1381414.06,74,0
55,Female,1443630.61,20,0
25,Female,1254839.03,77,0
35,Male,1456268.52,42,0
20,Male,1733442.28,18,0
61,Male,1256438.05,37,1
26,Male,1587980.53,57,0
68,Female,1436092.06,31,1
20,Male,1472911.09,92,0
65,Male,1183594.07,52,0
35,Female,1500583.84,80,0
20,Male,1525578.76,69,0
26,Male,1756935.53,95,0
63,Female,1390682.84,79,0
52,Male,1447330.12,55,0
47,Female,1780269.77,78,0
46,Female,1704697.25,10,0
31,Male,1687274.82,85,0
66,Female,1536748.95,61,0
68,Male,1601249.76,36,1
60,Female,1873590.55,54,0
26,Male,1337340.27,113,0
32,Male,1405245.43,73,0
60,Female,1424415.66,116,0
36,Female,1348666.34,18,1
31,Female,1680646.35,112,1
69,Female,1744054.73,89,0
67,Female,1489976.16,54,0
35,Female,1914492.53,40,0
24,Female,1606342.43,97,1
52,Female,1660948.83,109,0
46,Male,2116135.52,76,0
55,Female,1692790.41,21,0
32,Female,1171925.68,100,1
43,Male,1735575.81,50,0
38,Male,1594085.01,117,0
59,Female,1378238.83,45,1
34,Female,1277472.88,117,1
56,Male,1349423.94,54,0
55,Male,1334248.21,25,0
23,Male,1537033.08,65,0
21,Female,1491571.23,115,0
50,Male,1406053.81,80,0
54,Female,1588296.11,80,0
62,Male,1591732.65,39,0
62,Female,1962637.03,63,0
48,Male,1631072.4,33,0
56,Female,1330217.37,71,0
18,Female,1510258.41,20,0
39,Female,1583752.0,99,0
30,Male,1988460.73,31,0
45,Female,1778063.08,65,0
19,Female,1400320.36,94,0
19,Male,1489905.0,43,0
41,Male,1560136.76,18,0
47,Male,1601404.34,43,0
37,Male,1539726.08,62,0
34,Male,1303030.72,14,1
39,Male,1818407.26,54,0
42,Female,1525819.37,52,0
57,Female,1256488.37,116,0
46,Female,1590637.01,94,0
57,Male,1390967.63,67,0
65,Male,1467484.69,30,0
38,Female,1382654.58,76,0
21,Female,1079346.38,49,1
36,Male,1251009.03,89,1
66,Male,1408962.07,90,0
20,Female,1403098.7,100,0
59,Male,1655236.03,16,0
37,Female,1762147.22,38,0
40,Male,1374526.88,67,0
61,Female,1744646.68,73,1
42,Male,1544837.82,62,0
38,Male,1565270.68,34,0
67,Female,1269461.85,27,1
66,Male,1811056.31,29,0
48,Male,1663949.1,6,0
44,Female,1737898.16,69,0
61,Female,1545457.43,101,0
53,Female,1653547.02,12,0
35,Male,1234987.73,104,0
32,Male,1446144.89,90,0
27,Male,1443354.44,61,0
65,Female,1591230.64,14,0
61,Male,1808035.76,26,0
32,Male,1181383.53,58,1
49,Male,1485396.22,113,0
19,Female,1398759.55,33,0
69,Male,1338246.4,34,0
25,Male,1927847.85,41,0
30,Male,1452917.97,100,0
32,Male,1644724.03,4,0
58,Female,1456621.64,79,1
18,Female,1523826.12,98,0
54,Male,1626211.72,18,0
66,Male,1500114.71,2,0
39,Male,1495918.55,106,0
50,Female,1233811.32,115,0
62,Female,1438883.29,100,0
34,Female,1316120.23,36,1
38,Female,1763647.62,19,0
26,Female,1187231.41,12,1
47,Male,1429575.75,82,0
60,Male,1294398.96,50,0
63,Female,1517291.39,116,0
38,Male,1507486.92,99,0
24,Female,1134159.79,9,1
49,Female,1308122.85,16,1
56,Male,1473318.63,22,0
38,Male,1437922.85,33,0
45,Male,1644210.94,57,0
51,Male,1552218.29,62,0
26,Female,1539264.42,93,0
26,Male,1327747.62,10,1
66,Male,1362703.88,38,0
29,Female,1250809.97,31,1
26,Male,1580828.03,40,0
59,Female,1573806.92,61,0
69,Male,1345418.45,61,0
66,Female,1346358.34,7,1
33,Female,1686508.88,45,0
65,Male,1279846.43,72,0
54,Female,1381371.5,11,0
63,Male,1393492.29,11,0
20,Male,1844895.91,34,0
42,Female,1608980.39,47,0
48,Female,1609101.11,54,1
59,Female,1243412.13,86,0
46,Male,2026401.64,37,0
19,Male,1432732.68,82,0
42,Female,1167043.0,111,0
37,Female,1515774.5,37,1
48,Male,1392773.25,85,0
34,Male,1641256.89,95,0
27,Male,1688670.09,1,0
50,Male,1363055.14,86,0
51,Female,1499123.85,94,0
57,Male,1189829.59,39,1
52,Female,1726586.36,62,0
64,Male,1414003.91,73,0
48,Male,1383596.74,30,1
49,Male,1989295.39,108,0
21,Male,1625174.77,114,0
58,Male,1563657.86,2,0
38,Female,1280960.72,33,1
29,Male,1673325.95,21,0
36,Female,1459820.72,92,1
31,Male,1570090.37,57,0
42,Male,1257696.95,14,1
22,Male,1502312.01,57,0
38,Male,1378508.46,65,0
61,Male,1368875.65,53,0
23,Female,1644661.86,33,0
50,Female,1196877.99,103,0
51,Female,1588164.78,35,0
61,Female,1450145.81,103,0
64,Female,1710544.48,30,0
26,Male,1845719.8,99,0
55,Female,1616972.17,49,0
35,Male,1245243.83,117,0
38,Male,1756761.42,119,0
45,Female,1407037.82,88,0
28,Female,1312408.43,5,1
38,Male,1784611.25,76,0
43,Female,1787188.39,118,0
44,Female,1648132.94,22,1
67,Female,1991278.21,1,0
57,Female,1567125.01,101,0
67,Female,1757232.55,66,0
25,Male,1161768.02,8,1
51,Male,2080396.83,9,0
48,Female,1455285.97,58,0
64,Male,1427854.22,115,0
54,Male,1531907.72,66,0
50,Male,1341435.69,35,0
24,Female,1742392.98,65,0
41,Female,1499381.03,42,0
20,Female,1714154.28,49,0
32,Female,1481800.66,116,0
26,Male,1680672.29,117,0
35,Male,1594913.31,70,1
27,Female,1315927.47,43,1
55,Female,1505641.95,92,0
65,Female,1304907.57,35,1
30,Female,1298667.18,27,1
24,Male,1371048.21,29,0
41,Female,1534965.6,8,0
44,Female,1514824.11,21,0
62,Female,1209413.98,24,0
32,Male,1719921.42,9,0
60,Male,1265346.42,58,1
69,Male,1650563.72,57,0
50,Male,1918088.21,94,1
38,Female,1581814.97,16,0
48,Female,1745841.38,118,0
25,Female,1436861.49,113,0
57,Male,1472507.43,75,0
50,Female,1360274.18,40,1
32,Male,1551211.21,81,0
36,Male,1249344.9,49,1
59,Female,1430694.61,10,1
31,Female,1438930.91,11,1
20,Male,1492336.87,27,0
48,Male,1330989.7,115,0
44,Male,1272832.83,97,0
67,Male,1188488.54,61,0
44,Female,1639612.36,118,0
37,Male,1484693.07,10,0
47,Female,1288433.81,76,1
37,Female,1560029.03,8,0
53,Female,1891590.07,54,0
35,Male,1514074.55,79,1
44,Male,1414111.63,31,0
49,Female,1367254.14,31,1
59,Male,1702187.87,62,0
36,Male,1239565.8,54,1
32,Male,1427219.28,91,0
65,Male,1830990.94,85,0
43,Female,1485440.62,25,0
36,Female,1405605.2,15,1
27,Male,1353105.0,31,1
30,Female,1493691.61,111,0
65,Male,1550795.18,64,0
27,Male,1638708.27,16,0
43,Male,1376915.05,88,0
56,Male,1715739.67,98,0
57,Female,1695964.46,65,0
23,Female,1267589.45,81,1
30,Female,1735435.04,34,0
25,Male,1302529.75,16,1
47,Male,814975.79,100,1
23,Male,1765567.73,78,0
27,Male,1679563.97,42,0
22,Male,1416101.28,86,0
67,Male,1602189.03,53,0
19,Female,1458922.96,58,0
33,Male,1727295.66,72,0
38,Male,1270574.0,5,1
51,Male,1486446.47,69,0
28,Female,1291298.91,87,1
39,Female,1531975.41,82,0
63,Male,1069340.45,101,0
60,Male,1453903.87,4,0
31,Male,1564010.29,49,0
26,Female,1400711.33,101,0
51,Female,1615462.08,107,0
49,Female,1560837.93,52,0
31,Female,1509282.78,85,0
24,Male,1633979.07,84,0
45,Female,1404153.35,20,1
59,Male,1498313.71,17,1
63,Female,1362765.24,4,1
48,Male,1462600.63,10,0
67,Male,1502457.95,96,0
37,Female,1559086.97,108,0
50,Female,1172970.31,86,1
69,Female,1165740.89,56,1
37,Female,1452839.51,94,0
32,Male,1328376.25,19,0
27,Male,1781819.17,75,0
36,Male,1893524.15,37,0
24,Female,1521629.57,68,1
47,Female,1572365.87,18,0
45,Male,1174303.3,42,1
55,Male,1877305.73,21,0
68,Female,1237003.71,79,0
19,Male,1707765.02,100,0
28,Male,1790306.21,12,0
49,Female,1357005.53,23,0
19,Male,1335892.09,63,0
26,Female,1614258.28,14,0
19,Male,1786059.95,74,0
68,Male,1797041.94,102,0
19,Female,1436237.35,20,1
21,Female,1534830.08,6,1
64,Male,1792214.25,7,1
62,Male,1325367.15,59,0
62,Female,1695329.43,7,0
25,Male,1254282.35,19,1
46,Male,1406962.82,58,1
52,Male,1231896.79,78,0
50,Female,1378658.43,71,0
27,Female,1316498.81,5,1
21,Female,1364629.72,41,1
67,Male,1404941.77,16,0
44,Male,772061.74,13,1
18,Male,1280379.18,112,0
60,Male,1358649.61,74,0
67,Female,1542669.52,108,0
24,Male,1472735.36,87,0
39,Female,1754231.04,92,0
36,Female,1065745.52,86,0
44,Male,1461879.01,1,0
56,Male,1178866.23,41,0
61,Female,1689735.65,64,0
35,Female,1459166.78,28,0
49,Female,1769622.45,13,0
36,Female,1175346.24,6,1
67,Male,1221921.0,65,0
52,Male,1511475.54,63,0
63,Male,1922129.27,94,0
24,Male,1436445.51,51,0
51,Female,1480140.62,75,0
69,Female,1720795.72,22,0
34,Female,1323080.78,91,1
40,Female,1287903.88,119,0
64,Male,1834746.15,33,0
57,Female,1549592.69,119,0
28,Female,1567006.54,76,0
53,Female,1519765.03,60,0
66,Female,1517925.41,118,0
19,Female,1639243.62,112,0
46,Male,1138671.79,15,1
33,Female,1424039.64,101,0
57,Female,1447380.57,56,0
26,Male,1621605.7,85,0
36,Male,1445365.06,10,0
21,Female,1427659.98,101,1
68,Male,1287832.47,104,0
47,Male,1419505.26,58,0
57,Male,1541577.86,8,0
57,Female,1339273.71,30,0
37,Female,1550879.33,10,0
54,Male,1788065.75,3,0
19,Male,1778767.38,8,0
43,Female,1628583.37,91,0
50,Male,1596319.55,61,0
35,Male,1429568.15,19,1
19,Female,1548022.23,19,0
49,Male,1127551.74,87,0
25,Male,1524915.0,103,0
61,Female,1359900.8,49,0
65,Male,1557409.79,92,0
21,Male,1808597.24,100,0
51,Male,1788899.43,40,0
54,Female,1760273.36,45,0
22,Female,1150421.99,9,1
20,Male,1351461.29,59,1
22,Female,1441333.54,101,0
19,Male,1567958.09,34,0
59,Male,1561547.3,47,0
48,Male,1645562.2,108,0
23,Male,1378555.35,88,0
66,Male,1265787.92,94,1
37,Female,1553520.42,38,0
29,Female,1249943.25,109,1
20,Female,1487684.47,88,0
19,Female,1437677.92,78,0
48,Female,1272607.45,78,0
54,Male,1892363.43,42,0
58,Female,1347165.0,94,0
53,Male,1661350.55,58,0
28,Female,1566982.87,103,0
68,Female,1421134.93,72,0
62,Female,1049517.42,112,1
37,Male,1411137.75,16,0
19,Male,1290850.22,98,0
45,Female,1229670.17,29,1
64,Male,1408459.44,84,0
27,Male,1556259.25,72,0
27,Male,1644690.92,94,0
50,Male,1423509.99,84,0
40,Male,1376545.41,118,0
19,Male,1335145.23,99,0
29,Female,1316098.01,44,1
29,Male,993812.58,9,1
45,Male,1600919.45,104,0
47,Female,1618896.14,65,0
51,Female,1728694.99,67,0
34,Male,1630618.94,72,1
28,Male,1394756.24,79,0
43,Male,1531507.06,77,0
20,Female,1601917.39,60,0
23,Male,1583886.34,51,0
62,Male,1188257.49,56,0
54,Female,1134659.53,119,0
48,Female,1369691.02,103,0
53,Female,1346618.06,28,1
45,Female,1355955.19,8,0
52,Female,1019969.53,104,1
21,Female,1402828.48,28,1
66,Female,1287501.64,72,1
68,Female,1237166.36,118,0
48,Female,1417241.42,91,0
32,Female,1597912.78,48,0
51,Male,1296872.0,80,1
61,Female,1664437.91,35,1
28,Male,1571768.42,76,0
41,Male,1486389.32,10,0
51,Female,1201643.24,8,1
52,Female,1354622.16,51,1
47,Male,1423696.25,29,0
57,Female,1697907.54,62,0
60,Male,1501176.65,58,0
42,Female,1598044.06,23,0
54,Male,1752677.18,95,0
66,Female,1559011.26,100,0
48,Male,1684571.7,43,0
39,Female,1335857.16,33,1
68,Female,1990036.71,77,0
59,Male,1560906.27,110,0
39,Female,1477776.01,76,0
40,Male,1574434.49,39,0
67,Female,1560525.43,92,0
45,Male,1351817.15,24,1
29,Female,1649577.64,73,0
63,Male,1333956.16,39,1
38,Female,1659892.34,71,0
50,Female,1573366.97,61,0
25,Male,1441791.15,84,0
50,Male,1853014.95,44,0
48,Female,1480174.69,25,0
23,Female,1383204.59,4,1
36,Female,1772393.02,64,0
40,Female,1912607.03,119,0
19,Male,1591025.38,61,0
65,Female,1830280.42,70,0
32,Female,1457550.67,46,0
55,Male,1446182.11,13,1
38,Male,1651477.96,10,0
55,Male,1440759.35,9,0
58,Male,1650597.14,102,0
65,Female,1368028.61,17,1
56,Female,1580414.01,85,0
43,Female,1626422.49,109,0
21,Female,1664581.68,109,0
20,Male,1260160.47,97,1
21,Female,1390395.79,1,1
62,Female,1543267.88,10,0
68,Male,1386893.88,54,1
35,Female,1511968.41,59,0
30,Male,1359948.67,5,1
34,Male,1727061.55,113,0
18,Female,1621945.39,43,1
43,Male,1139880.92,39,1
27,Male,1534431.36,62,1
32,Female,1222486.15,71,0
67,Male,1266115.14,92,0
63,Female,1700035.14,1,0
42,Male,1329235.85,107,0
44,Male,1179679.25,86,1
58,Female,1700450.89,48,0
66,Male,1347181.97,16,0
48,Male,1498807.88,104,0
61,Male,1490509.37,98,0
53,Male,1470197.85,39,0
52,Male,1348897.63,113,0
69,Male,1557491.48,27,0
22,Male,1658687.37,60,0
27,Female,1714539.79,20,0
54,Male,1494954.38,96,0
58,Male,1376162.94,70,0
28,Male,1649494.68,68,0
32,Female,1706918.13,106,0
43,Male,1106192.95,38,0
26,Female,1363920.89,90,0
41,Male,1500575.03,4,0
35,Male,1476077.63,107,1
26,Male,1840613.09,74,0
45,Male,1979144.81,88,0
51,Male,1375681.68,76,0
28,Male,1715685.39,93,0
37,Female,1543362.41,84,1
23,Female,1848934.9,81,0
68,Male,1553080.97,103,0
27,Female,1371188.77,63,0
51,Female,1057173.08,118,1
61,Female,1487780.15,38,0
53,Female,1847961.39,63,0
34,Male,1630266.37,37,0
